slot,epoch,has_block,block_root,confirmed,confirmed_root,confirmed_slot,confirmation_delay_slots,head_root,finalized_epoch,justified_epoch,num_attestations_injected,is_epoch_boundary,is_missed_slot,fcr_eval_duration_us
13942090,435690,true,0xad062c842bd9343709aa523f2e64030417ec5b371b24204584503cb611e2477e,true,0xad062c842bd9343709aa523f2e64030417ec5b371b24204584503cb611e2477e,13942090,0,0xad062c842bd9343709aa523f2e64030417ec5b371b24204584503cb611e2477e,435688,435689,8,false,false,0
13942091,435690,true,0xb2ac4284ca9a8a0b6cee640bdbe77bdd2356d61c14981f3173012fcd3949a605,true,0xb2ac4284ca9a8a0b6cee640bdbe77bdd2356d61c14981f3173012fcd3949a605,13942091,0,0xb2ac4284ca9a8a0b6cee640bdbe77bdd2356d61c14981f3173012fcd3949a605,435688,435689,3,false,false,0
13942092,435690,true,0x2246df535447e6650989d7ead03565069dd64cdf83c249d8c1f7678a8664c6f3,true,0x2246df535447e6650989d7ead03565069dd64cdf83c249d8c1f7678a8664c6f3,13942092,0,0x2246df535447e6650989d7ead03565069dd64cdf83c249d8c1f7678a8664c6f3,435688,435689,2,false,false,0
13942093,435690,true,0xf03a66a1e0352390b4a13583809e45fc29f2cf87313622600e4fee3d9b52b9cc,true,0xf03a66a1e0352390b4a13583809e45fc29f2cf87313622600e4fee3d9b52b9cc,13942093,0,0xf03a66a1e0352390b4a13583809e45fc29f2cf87313622600e4fee3d9b52b9cc,435688,435689,3,false,false,0
13942094,435690,true,0x0b721b93f750fdbfab93fa85e82bdc6e35682e94c14bab48d9797a9e9bafd688,true,0x0b721b93f750fdbfab93fa85e82bdc6e35682e94c14bab48d9797a9e9bafd688,13942094,0,0x0b721b93f750fdbfab93fa85e82bdc6e35682e94c14bab48d9797a9e9bafd688,435688,435689,5,false,false,0
13942095,435690,true,0xaeaf22f85056636ef67992664719468807b11449b5f3ed1b7528c0a64ef62298,true,0xaeaf22f85056636ef67992664719468807b11449b5f3ed1b7528c0a64ef62298,13942095,0,0xaeaf22f85056636ef67992664719468807b11449b5f3ed1b7528c0a64ef62298,435688,435689,2,false,false,0
13942096,435690,true,0x62c76041f555a4c08d02d54e6a1acb7410c2eaecec334c17f5e86306079547bd,true,0x62c76041f555a4c08d02d54e6a1acb7410c2eaecec334c17f5e86306079547bd,13942096,0,0x62c76041f555a4c08d02d54e6a1acb7410c2eaecec334c17f5e86306079547bd,435688,435689,4,false,false,0
13942097,435690,true,0x1a1cf7ebfa9f6fe313bd3c011773b901d1b5a547ef372c096cd42a58dd71f66f,true,0x1a1cf7ebfa9f6fe313bd3c011773b901d1b5a547ef372c096cd42a58dd71f66f,13942097,0,0x1a1cf7ebfa9f6fe313bd3c011773b901d1b5a547ef372c096cd42a58dd71f66f,435688,435689,8,false,false,0
13942098,435690,true,0xe1de8e9cdbf8ddbe6e224f65bb74848dc65d82bff3f2e67e30965baab99466d9,true,0xe1de8e9cdbf8ddbe6e224f65bb74848dc65d82bff3f2e67e30965baab99466d9,13942098,0,0xe1de8e9cdbf8ddbe6e224f65bb74848dc65d82bff3f2e67e30965baab99466d9,435688,435689,8,false,false,0
13942099,435690,true,0xad67e32d3b148e7c568c79542e3894ce68e2dfdb7b4cc998d43ba2c06cf7d670,true,0xad67e32d3b148e7c568c79542e3894ce68e2dfdb7b4cc998d43ba2c06cf7d670,13942099,0,0xad67e32d3b148e7c568c79542e3894ce68e2dfdb7b4cc998d43ba2c06cf7d670,435688,435689,1,false,false,0
13942100,435690,true,0x22360ab8ca0fd8faa8789f0c2dc5eac9800a119c577bade991ce974bfd989c2b,true,0x22360ab8ca0fd8faa8789f0c2dc5eac9800a119c577bade991ce974bfd989c2b,13942100,0,0x22360ab8ca0fd8faa8789f0c2dc5eac9800a119c577bade991ce974bfd989c2b,435688,435689,5,false,false,0
13942101,435690,true,0x132e6bbff957d107645b2dcaeacecba763a1025d4b0b178b8e52b2721cd41448,true,0x132e6bbff957d107645b2dcaeacecba763a1025d4b0b178b8e52b2721cd41448,13942101,0,0x132e6bbff957d107645b2dcaeacecba763a1025d4b0b178b8e52b2721cd41448,435688,435689,3,false,false,0
13942102,435690,true,0x25a359ee01711dd7e8ba1fcbc70ec40dfbf89453b05c57736fcddb20591e428b,true,0x25a359ee01711dd7e8ba1fcbc70ec40dfbf89453b05c57736fcddb20591e428b,13942102,0,0x25a359ee01711dd7e8ba1fcbc70ec40dfbf89453b05c57736fcddb20591e428b,435688,435689,3,false,false,0
13942103,435690,true,0xc8abf668ede756ae9b4d66839f99bdcf65dde42c725e74a5eff80bf07c305e73,true,0xc8abf668ede756ae9b4d66839f99bdcf65dde42c725e74a5eff80bf07c305e73,13942103,0,0xc8abf668ede756ae9b4d66839f99bdcf65dde42c725e74a5eff80bf07c305e73,435688,435689,8,false,false,0
13942104,435690,true,0x29e9e651650ed5e0cfd1953b5df4dc62d3e2739da1d3765e0e8454a49e7986d8,true,0x29e9e651650ed5e0cfd1953b5df4dc62d3e2739da1d3765e0e8454a49e7986d8,13942104,0,0x29e9e651650ed5e0cfd1953b5df4dc62d3e2739da1d3765e0e8454a49e7986d8,435688,435689,3,false,false,0
13942105,435690,true,0xd6e16274f25cb69b85f470242b7f3f9efd5edabb8c99b2b515129aae4d2bdfbb,true,0xd6e16274f25cb69b85f470242b7f3f9efd5edabb8c99b2b515129aae4d2bdfbb,13942105,0,0xd6e16274f25cb69b85f470242b7f3f9efd5edabb8c99b2b515129aae4d2bdfbb,435688,435689,8,false,false,0
13942106,435690,true,0x5511fd175699b84531efc66e36dde7175e7b0b8ce8702d11ac12f700a49129c5,true,0x5511fd175699b84531efc66e36dde7175e7b0b8ce8702d11ac12f700a49129c5,13942106,0,0x5511fd175699b84531efc66e36dde7175e7b0b8ce8702d11ac12f700a49129c5,435688,435689,2,false,false,0
13942107,435690,true,0xd360d3a85fb242595eb70bbde4e9563278f55449ee4b7ed095b9c3fd83bc1e93,true,0xd360d3a85fb242595eb70bbde4e9563278f55449ee4b7ed095b9c3fd83bc1e93,13942107,0,0xd360d3a85fb242595eb70bbde4e9563278f55449ee4b7ed095b9c3fd83bc1e93,435688,435689,3,false,false,0
13942108,435690,true,0x7f58197e294baafb02a20373b47cffd914e515181cccac757321475c68ffb94f,true,0x7f58197e294baafb02a20373b47cffd914e515181cccac757321475c68ffb94f,13942108,0,0x7f58197e294baafb02a20373b47cffd914e515181cccac757321475c68ffb94f,435688,435689,2,false,false,0
13942109,435690,true,0xf512d4ba39622327095f0fed8bab550d8546b47453a8e7b05a3eec0476f0fb14,true,0xf512d4ba39622327095f0fed8bab550d8546b47453a8e7b05a3eec0476f0fb14,13942109,0,0xf512d4ba39622327095f0fed8bab550d8546b47453a8e7b05a3eec0476f0fb14,435688,435689,8,false,false,0
13942110,435690,true,0x82fed6505b932810d8e732f9953496e842e06e4b0d9b8691d1261043208b5d9f,true,0x82fed6505b932810d8e732f9953496e842e06e4b0d9b8691d1261043208b5d9f,13942110,0,0x82fed6505b932810d8e732f9953496e842e06e4b0d9b8691d1261043208b5d9f,435688,435689,3,false,false,0
13942111,435690,true,0xe005454fcff0f057a941da6d35a3a9a3c2d2cb612a9c7f1ae220a81ea2d83704,true,0xe005454fcff0f057a941da6d35a3a9a3c2d2cb612a9c7f1ae220a81ea2d83704,13942111,0,0xe005454fcff0f057a941da6d35a3a9a3c2d2cb612a9c7f1ae220a81ea2d83704,435689,435690,2,false,false,0
13942112,435691,true,0x1577f4fd9f467b887aad04ca76546ab129a284c25b8262c5d86310a8dbb9d474,true,0x1577f4fd9f467b887aad04ca76546ab129a284c25b8262c5d86310a8dbb9d474,13942112,0,0x1577f4fd9f467b887aad04ca76546ab129a284c25b8262c5d86310a8dbb9d474,435689,435690,5,true,false,0
13942113,435691,true,0x538d7315697c7b39fc0fefacfafbd277acbe99e48454712f72d86172aed9b760,true,0x538d7315697c7b39fc0fefacfafbd277acbe99e48454712f72d86172aed9b760,13942113,0,0x538d7315697c7b39fc0fefacfafbd277acbe99e48454712f72d86172aed9b760,435689,435690,4,false,false,0
13942114,435691,true,0x4c9d8d897e80c8a63e43869d4ddfec9a093eac45067d603cd198cf1a96e8da1c,true,0x4c9d8d897e80c8a63e43869d4ddfec9a093eac45067d603cd198cf1a96e8da1c,13942114,0,0x4c9d8d897e80c8a63e43869d4ddfec9a093eac45067d603cd198cf1a96e8da1c,435689,435690,8,false,false,0
13942115,435691,true,0x8e18665f270555ecd1fa85037f775178481d0ee33345cc24e926674da07bb38d,true,0x8e18665f270555ecd1fa85037f775178481d0ee33345cc24e926674da07bb38d,13942115,0,0x8e18665f270555ecd1fa85037f775178481d0ee33345cc24e926674da07bb38d,435689,435690,4,false,false,0
13942116,435691,true,0x31c0e2653c9ee98da24cf7964e542cf0d64cc235a290a04ea04445968da0f78e,true,0x31c0e2653c9ee98da24cf7964e542cf0d64cc235a290a04ea04445968da0f78e,13942116,0,0x31c0e2653c9ee98da24cf7964e542cf0d64cc235a290a04ea04445968da0f78e,435689,435690,2,false,false,0
13942117,435691,true,0x3ca51c2c24634d99d46b66400e9699d680f983d7f4de9c3914b593b4bd4814de,true,0x3ca51c2c24634d99d46b66400e9699d680f983d7f4de9c3914b593b4bd4814de,13942117,0,0x3ca51c2c24634d99d46b66400e9699d680f983d7f4de9c3914b593b4bd4814de,435689,435690,8,false,false,0
13942118,435691,true,0x21c31e28c1ee4e7b1a6ca47aa64e647c73c9d138c95e46d17c8060f3320b1608,true,0x21c31e28c1ee4e7b1a6ca47aa64e647c73c9d138c95e46d17c8060f3320b1608,13942118,0,0x21c31e28c1ee4e7b1a6ca47aa64e647c73c9d138c95e46d17c8060f3320b1608,435689,435690,1,false,false,0
13942119,435691,true,0xa96ccb14444909894466cfb054d061772fff783f1f41a2dd753e7819752ee1e1,true,0xa96ccb14444909894466cfb054d061772fff783f1f41a2dd753e7819752ee1e1,13942119,0,0xa96ccb14444909894466cfb054d061772fff783f1f41a2dd753e7819752ee1e1,435689,435690,6,false,false,0
13942120,435691,true,0x4eae3e02c61cc0815ed1558f3369cba197b96533c48383afc278228f1c94772c,true,0x4eae3e02c61cc0815ed1558f3369cba197b96533c48383afc278228f1c94772c,13942120,0,0x4eae3e02c61cc0815ed1558f3369cba197b96533c48383afc278228f1c94772c,435689,435690,6,false,false,0
13942121,435691,true,0xecd49864262c58d143fc30e123d2840949139db63159c90eb2fe2afb23c664fc,true,0xecd49864262c58d143fc30e123d2840949139db63159c90eb2fe2afb23c664fc,13942121,0,0xecd49864262c58d143fc30e123d2840949139db63159c90eb2fe2afb23c664fc,435689,435690,2,false,false,0
13942122,435691,true,0x27ffc18aa5671a46f5fe721e7758b749468dd21a2c5705c140b81a562b34b66a,true,0x27ffc18aa5671a46f5fe721e7758b749468dd21a2c5705c140b81a562b34b66a,13942122,0,0x27ffc18aa5671a46f5fe721e7758b749468dd21a2c5705c140b81a562b34b66a,435689,435690,8,false,false,0
13942123,435691,true,0x57c4770ed167dabf35774509fce430cc278583e693f2c6eee8b89f0a9bda4349,true,0x57c4770ed167dabf35774509fce430cc278583e693f2c6eee8b89f0a9bda4349,13942123,0,0x57c4770ed167dabf35774509fce430cc278583e693f2c6eee8b89f0a9bda4349,435689,435690,3,false,false,0
13942124,435691,true,0x0b7e8f0d748594cc7e293122ca0b91c58b82803cef4b00eddf72bda58b4f4386,true,0x0b7e8f0d748594cc7e293122ca0b91c58b82803cef4b00eddf72bda58b4f4386,13942124,0,0x0b7e8f0d748594cc7e293122ca0b91c58b82803cef4b00eddf72bda58b4f4386,435689,435690,3,false,false,0
13942125,435691,true,0x2b12b21757ffa917b534b1e625ed853d977415d6b05d6ca15ee5cd05e799763f,true,0x2b12b21757ffa917b534b1e625ed853d977415d6b05d6ca15ee5cd05e799763f,13942125,0,0x2b12b21757ffa917b534b1e625ed853d977415d6b05d6ca15ee5cd05e799763f,435689,435690,4,false,false,0
13942126,435691,true,0xe0a179c9afcbd028af88bd8a603227226b6b488d7c81c0115537636fc4a5407a,true,0xe0a179c9afcbd028af88bd8a603227226b6b488d7c81c0115537636fc4a5407a,13942126,0,0xe0a179c9afcbd028af88bd8a603227226b6b488d7c81c0115537636fc4a5407a,435689,435690,8,false,false,0
13942127,435691,true,0x0b481c701ba7c470e829d2aa040589cccb8b958f19e03b49990d403f3d9d2796,true,0x0b481c701ba7c470e829d2aa040589cccb8b958f19e03b49990d403f3d9d2796,13942127,0,0x0b481c701ba7c470e829d2aa040589cccb8b958f19e03b49990d403f3d9d2796,435689,435690,2,false,false,0
13942128,435691,true,0x9a5a4fdfa1d3ecc8a79fbdd2fc44d117c008a8436c6ed8e5afb4ea275f7858d5,true,0x9a5a4fdfa1d3ecc8a79fbdd2fc44d117c008a8436c6ed8e5afb4ea275f7858d5,13942128,0,0x9a5a4fdfa1d3ecc8a79fbdd2fc44d117c008a8436c6ed8e5afb4ea275f7858d5,435689,435690,6,false,false,0
13942129,435691,true,0x30b6310089daba1b9021542eee4c69cdbbc810f06297c647f6c15fdf5dd667be,true,0x30b6310089daba1b9021542eee4c69cdbbc810f06297c647f6c15fdf5dd667be,13942129,0,0x30b6310089daba1b9021542eee4c69cdbbc810f06297c647f6c15fdf5dd667be,435689,435690,6,false,false,0
13942130,435691,true,0x3eb7890488a8e64a5d43c9456f9e60b7f464b5ee80050405959cbe78c452037c,true,0x3eb7890488a8e64a5d43c9456f9e60b7f464b5ee80050405959cbe78c452037c,13942130,0,0x3eb7890488a8e64a5d43c9456f9e60b7f464b5ee80050405959cbe78c452037c,435689,435690,8,false,false,0
13942131,435691,true,0x23a10542233c4a9aed47fb48d45cf48637f937ca10eba162a8dc07a4867e10d1,true,0x23a10542233c4a9aed47fb48d45cf48637f937ca10eba162a8dc07a4867e10d1,13942131,0,0x23a10542233c4a9aed47fb48d45cf48637f937ca10eba162a8dc07a4867e10d1,435689,435690,4,false,false,0
13942132,435691,true,0x064d9c032d7fa582fb98ec40a1df01f05cce1b8064cee1e15cb6b72910e2b1e6,true,0x064d9c032d7fa582fb98ec40a1df01f05cce1b8064cee1e15cb6b72910e2b1e6,13942132,0,0x064d9c032d7fa582fb98ec40a1df01f05cce1b8064cee1e15cb6b72910e2b1e6,435689,435690,8,false,false,0
13942133,435691,true,0x47c39dd9c768f7c38a6719a94cdc347d7ba180e7fac223170a3dff4f08b0bd73,true,0x47c39dd9c768f7c38a6719a94cdc347d7ba180e7fac223170a3dff4f08b0bd73,13942133,0,0x47c39dd9c768f7c38a6719a94cdc347d7ba180e7fac223170a3dff4f08b0bd73,435689,435690,3,false,false,0
13942134,435691,true,0x94d05fd9c69bf947873273df5ca57ab7a65c76b8f63d51a5a372dbaa5a8f0958,true,0x94d05fd9c69bf947873273df5ca57ab7a65c76b8f63d51a5a372dbaa5a8f0958,13942134,0,0x94d05fd9c69bf947873273df5ca57ab7a65c76b8f63d51a5a372dbaa5a8f0958,435689,435690,1,false,false,0
13942135,435691,true,0x6e67ed729e8944a91ee6c8b944c728b21625e9eff52624264ff23fec8921cadf,true,0x6e67ed729e8944a91ee6c8b944c728b21625e9eff52624264ff23fec8921cadf,13942135,0,0x6e67ed729e8944a91ee6c8b944c728b21625e9eff52624264ff23fec8921cadf,435689,435690,4,false,false,0
13942136,435691,true,0x803916a883156ce114faa594ff4e15217159390adaf922b9a6bb154426f7dd75,true,0x803916a883156ce114faa594ff4e15217159390adaf922b9a6bb154426f7dd75,13942136,0,0x803916a883156ce114faa594ff4e15217159390adaf922b9a6bb154426f7dd75,435689,435690,3,false,false,0
13942137,435691,true,0x512f1830898195be3e903be73292fa4eecefd65c637e25169435ffd8f3d300bd,true,0x512f1830898195be3e903be73292fa4eecefd65c637e25169435ffd8f3d300bd,13942137,0,0x512f1830898195be3e903be73292fa4eecefd65c637e25169435ffd8f3d300bd,435689,435690,5,false,false,0
13942138,435691,true,0xd20a60a67d22cd9420a51238b14461ad2bd6312af400d2e19b4021eeac7c16e7,true,0xd20a60a67d22cd9420a51238b14461ad2bd6312af400d2e19b4021eeac7c16e7,13942138,0,0xd20a60a67d22cd9420a51238b14461ad2bd6312af400d2e19b4021eeac7c16e7,435689,435690,5,false,false,0
13942139,435691,true,0xd191fee2186afe820d3c55659656560030968f8837f9719d801e6191c854564a,true,0xd191fee2186afe820d3c55659656560030968f8837f9719d801e6191c854564a,13942139,0,0xd191fee2186afe820d3c55659656560030968f8837f9719d801e6191c854564a,435689,435690,5,false,false,0
13942140,435691,true,0x15c0ebbd8f12c807c2a576f90348841f305686351c5defa6d9cb6a5061d1983c,true,0x15c0ebbd8f12c807c2a576f90348841f305686351c5defa6d9cb6a5061d1983c,13942140,0,0x15c0ebbd8f12c807c2a576f90348841f305686351c5defa6d9cb6a5061d1983c,435689,435690,2,false,false,0
13942141,435691,true,0x7f3eac67f5cb707d873b85af92277ac4642026f6616e1ae937427cb0f1b314e5,true,0x7f3eac67f5cb707d873b85af92277ac4642026f6616e1ae937427cb0f1b314e5,13942141,0,0x7f3eac67f5cb707d873b85af92277ac4642026f6616e1ae937427cb0f1b314e5,435689,435690,4,false,false,0
13942142,435691,true,0xa85f49dc1c2d73a8a1a3bddd52f225caa9b01a42db1ccacc5bd6b791f177d1a3,true,0xa85f49dc1c2d73a8a1a3bddd52f225caa9b01a42db1ccacc5bd6b791f177d1a3,13942142,0,0xa85f49dc1c2d73a8a1a3bddd52f225caa9b01a42db1ccacc5bd6b791f177d1a3,435689,435690,2,false,false,0
13942143,435691,true,0x33ae6142dd42b73bbbf63ff5b7f453fdc28886a5fc888de94b35596da1dca674,true,0x33ae6142dd42b73bbbf63ff5b7f453fdc28886a5fc888de94b35596da1dca674,13942143,0,0x33ae6142dd42b73bbbf63ff5b7f453fdc28886a5fc888de94b35596da1dca674,435690,435691,5,false,false,0
13942144,435692,true,0x0bf8e0015e3a0eff05ec702e465a78887638f5757b20f8da5c4d78a01236bd68,true,0x0bf8e0015e3a0eff05ec702e465a78887638f5757b20f8da5c4d78a01236bd68,13942144,0,0x0bf8e0015e3a0eff05ec702e465a78887638f5757b20f8da5c4d78a01236bd68,435690,435691,8,true,false,0
13942145,435692,true,0x9f6d2380d540579dfab4c314d01b520699e0e89d442f8f1892eba67521864dc6,true,0x9f6d2380d540579dfab4c314d01b520699e0e89d442f8f1892eba67521864dc6,13942145,0,0x9f6d2380d540579dfab4c314d01b520699e0e89d442f8f1892eba67521864dc6,435690,435691,8,false,false,0
13942146,435692,true,0xca02980b10cd4c84fb4fb3a6d1a4fd0cd1395ab6f7867d205cc90bc01323548b,true,0xca02980b10cd4c84fb4fb3a6d1a4fd0cd1395ab6f7867d205cc90bc01323548b,13942146,0,0xca02980b10cd4c84fb4fb3a6d1a4fd0cd1395ab6f7867d205cc90bc01323548b,435690,435691,8,false,false,0
13942147,435692,true,0xd7f09c4f7ed597ccdeef7d538e38312b2f5062a649ef8d982cf8405d85384cff,true,0xd7f09c4f7ed597ccdeef7d538e38312b2f5062a649ef8d982cf8405d85384cff,13942147,0,0xd7f09c4f7ed597ccdeef7d538e38312b2f5062a649ef8d982cf8405d85384cff,435690,435691,8,false,false,0
13942148,435692,true,0xad924a4c1ec1bba8cb24586e4f30eb26d14b5339b613d2049e9625e4af33f712,true,0xad924a4c1ec1bba8cb24586e4f30eb26d14b5339b613d2049e9625e4af33f712,13942148,0,0xad924a4c1ec1bba8cb24586e4f30eb26d14b5339b613d2049e9625e4af33f712,435690,435691,1,false,false,0
13942149,435692,true,0xac171d70c037fd1eff1d978862a14380eacb4a11e6313f090fb4c775af02dd81,true,0xac171d70c037fd1eff1d978862a14380eacb4a11e6313f090fb4c775af02dd81,13942149,0,0xac171d70c037fd1eff1d978862a14380eacb4a11e6313f090fb4c775af02dd81,435690,435691,7,false,false,0
13942150,435692,true,0xe98e0caea06a1b40f55f8884a8ef6151f8d9d50e46aa511497f496e68c937870,true,0xe98e0caea06a1b40f55f8884a8ef6151f8d9d50e46aa511497f496e68c937870,13942150,0,0xe98e0caea06a1b40f55f8884a8ef6151f8d9d50e46aa511497f496e68c937870,435690,435691,3,false,false,0
13942151,435692,true,0x8e75a728f18babb70f3f488157ed7a1b960838deaef5061200d98b0f2edf5558,true,0x8e75a728f18babb70f3f488157ed7a1b960838deaef5061200d98b0f2edf5558,13942151,0,0x8e75a728f18babb70f3f488157ed7a1b960838deaef5061200d98b0f2edf5558,435690,435691,1,false,false,0
13942152,435692,true,0x4577dd847468b2a2c73c4145c5f04f5c247dddb3b050b9cb9d121025a624e29f,true,0x4577dd847468b2a2c73c4145c5f04f5c247dddb3b050b9cb9d121025a624e29f,13942152,0,0x4577dd847468b2a2c73c4145c5f04f5c247dddb3b050b9cb9d121025a624e29f,435690,435691,5,false,false,0
13942153,435692,true,0x012d46f121eb3484b4db67732e7aea7c72ab89fbe656ae31b6f02fb8833a1f75,true,0x012d46f121eb3484b4db67732e7aea7c72ab89fbe656ae31b6f02fb8833a1f75,13942153,0,0x012d46f121eb3484b4db67732e7aea7c72ab89fbe656ae31b6f02fb8833a1f75,435690,435691,8,false,false,0
13942154,435692,true,0x0b5eccd811737fde684bd4fc8ddcfa2215bc54884672cf0af822917505420b9e,true,0x0b5eccd811737fde684bd4fc8ddcfa2215bc54884672cf0af822917505420b9e,13942154,0,0x0b5eccd811737fde684bd4fc8ddcfa2215bc54884672cf0af822917505420b9e,435690,435691,3,false,false,0
13942155,435692,true,0xf55baa0be126f38f91252fdce7e00f41ff3bd185e65135ebb6ad7d01430ba0a0,true,0xf55baa0be126f38f91252fdce7e00f41ff3bd185e65135ebb6ad7d01430ba0a0,13942155,0,0xf55baa0be126f38f91252fdce7e00f41ff3bd185e65135ebb6ad7d01430ba0a0,435690,435691,4,false,false,0
13942156,435692,true,0xf5ab388e25bd2377b5d5c13051fced2d47f059ec2d9f1c733f42a96dc448d1ca,true,0xf5ab388e25bd2377b5d5c13051fced2d47f059ec2d9f1c733f42a96dc448d1ca,13942156,0,0xf5ab388e25bd2377b5d5c13051fced2d47f059ec2d9f1c733f42a96dc448d1ca,435690,435691,3,false,false,0
13942157,435692,true,0xad52ff5b35d5339e377b0c8ade5385ad775b008415507cdb7ec30f76ff045d65,true,0xad52ff5b35d5339e377b0c8ade5385ad775b008415507cdb7ec30f76ff045d65,13942157,0,0xad52ff5b35d5339e377b0c8ade5385ad775b008415507cdb7ec30f76ff045d65,435690,435691,7,false,false,0
13942158,435692,true,0xabf50cf890ad0cb6f5f47126477115b410ec71854e5a0319de361734973618ec,true,0xabf50cf890ad0cb6f5f47126477115b410ec71854e5a0319de361734973618ec,13942158,0,0xabf50cf890ad0cb6f5f47126477115b410ec71854e5a0319de361734973618ec,435690,435691,4,false,false,0
13942159,435692,true,0x9e8d205497fa2108e61f3a982f7485bd17909748516aee3982d9a1a00ac4e553,true,0x9e8d205497fa2108e61f3a982f7485bd17909748516aee3982d9a1a00ac4e553,13942159,0,0x9e8d205497fa2108e61f3a982f7485bd17909748516aee3982d9a1a00ac4e553,435690,435691,3,false,false,0
13942160,435692,true,0xd8707e3e0837b2a7753ad2465f7b38b67cc22d1ee044c18feb9a7236081f039f,true,0xd8707e3e0837b2a7753ad2465f7b38b67cc22d1ee044c18feb9a7236081f039f,13942160,0,0xd8707e3e0837b2a7753ad2465f7b38b67cc22d1ee044c18feb9a7236081f039f,435690,435691,2,false,false,0
13942161,435692,true,0xdedfc9573f5e5bd26a1ed0ddafdc8c19154d1f6be0bedad19b9570a76c33a7fc,true,0xdedfc9573f5e5bd26a1ed0ddafdc8c19154d1f6be0bedad19b9570a76c33a7fc,13942161,0,0xdedfc9573f5e5bd26a1ed0ddafdc8c19154d1f6be0bedad19b9570a76c33a7fc,435690,435691,3,false,false,0
13942162,435692,true,0x27b468f79fc368a054bfa0f5da102a32b042bad2d376d6159d359b42a78e5fa0,true,0x27b468f79fc368a054bfa0f5da102a32b042bad2d376d6159d359b42a78e5fa0,13942162,0,0x27b468f79fc368a054bfa0f5da102a32b042bad2d376d6159d359b42a78e5fa0,435690,435691,3,false,false,0
